Course,Section,Course_Title,Exam_Type,Exam_Start_Time,Exam_End_Time,Building,Room,Rows_From,Row_Start,Row_End
MGCR 211,1,Intro to Financial Accounting,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,18-Dec-2023 at 6:30 PM,18-Dec-2023 at 9:30 PM,GYM,Fieldhouse,15-21,AAA,ZZZ
MGCR 211,2,Intro to Financial Accounting,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,18-Dec-2023 at 6:30 PM,18-Dec-2023 at 9:30 PM,GYM,Fieldhouse,15-21,AAA,ZZZ
MGCR 211,3,Intro to Financial Accounting,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,18-Dec-2023 at 6:30 PM,18-Dec-2023 at 9:30 PM,GYM,Fieldhouse,7-14,AAA,ZZZ
MGCR 211,4,Intro to Financial Accounting,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,18-Dec-2023 at 6:30 PM,18-Dec-2023 at 9:30 PM,GYM,Fieldhouse,15-21,AAA,ZZZ
MGCR 211,5,Intro to Financial Accounting,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,18-Dec-2023 at 6:30 PM,18-Dec-2023 at 9:30 PM,GYM,Fieldhouse,1-6,AAA,ZZZ
MGCR 211,6,Intro to Financial Accounting,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,18-Dec-2023 at 6:30 PM,18-Dec-2023 at 9:30 PM,GYM,Fieldhouse,1-6,AAA,ZZZ
MGCR 211,7,Intro to Financial Accounting,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,18-Dec-2023 at 6:30 PM,18-Dec-2023 at 9:30 PM,GYM,Fieldhouse,7-14,AAA,ZZZ
MGCR 211,8,Intro to Financial Accounting,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,18-Dec-2023 at 6:30 PM,18-Dec-2023 at 9:30 PM,GYM,Fieldhouse,7-14,AAA,ZZZ
MGCR 271,1,Business Statistics,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,21-Dec-2023 at 9:00 AM,21-Dec-2023 at 12:00 PM,GYM,Fieldhouse,16-20,AAA,ZZZ
MGCR 271,2,Business Statistics,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,21-Dec-2023 at 9:00 AM,21-Dec-2023 at 12:00 PM,GYM,Fieldhouse,21-26,AAA,ZZZ
MGCR 271,3,Business Statistics,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,21-Dec-2023 at 9:00 AM,21-Dec-2023 at 12:00 PM,GYM,Fieldhouse,16-20,AAA,ZZZ
MGCR 271,4,Business Statistics,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,21-Dec-2023 at 9:00 AM,21-Dec-2023 at 12:00 PM,GYM,Fieldhouse,27-29,AAA,ZZZ
MGCR 271,5,Business Statistics,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,21-Dec-2023 at 9:00 AM,21-Dec-2023 at 12:00 PM,GYM,Fieldhouse,21-26,AAA,ZZZ
MGCR 293,1,Managerial Economics,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,15-Dec-2023 at 9:00 AM,15-Dec-2023 at 12:00 PM,GYM,main gym,4-19,AAA,ZZZ
MGCR 293,2,Managerial Economics,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,15-Dec-2023 at 9:00 AM,15-Dec-2023 at 12:00 PM,GYM,main gym,4-19,AAA,ZZZ
MGCR 293,3,Managerial Economics,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,15-Dec-2023 at 9:00 AM,15-Dec-2023 at 12:00 PM,GYM,main gym,4-19,AAA,ZZZ
MGCR 293,4,Managerial Economics,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,15-Dec-2023 at 9:00 AM,15-Dec-2023 at 12:00 PM,GYM,main gym,20-32,AAA,ZZZ
MGCR 293,5,Managerial Economics,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,15-Dec-2023 at 9:00 AM,15-Dec-2023 at 12:00 PM,GYM,main gym,20-32,AAA,ZZZ
MGCR 293,6,Managerial Economics,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,15-Dec-2023 at 9:00 AM,15-Dec-2023 at 12:00 PM,GYM,main gym,20-32,AAA,ZZZ
MGCR 331,1,Information Technology Mgmt,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,8-Dec-2023 at 9:00 AM,8-Dec-2023 at 12:00 PM,GYM,main gym,21-25,AAA,ZZZ
MGCR 331,2,Information Technology Mgmt,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,8-Dec-2023 at 9:00 AM,8-Dec-2023 at 12:00 PM,GYM,main gym,15-19,AAA,ZZZ
MGCR 331,3,Information Technology Mgmt,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,8-Dec-2023 at 9:00 AM,8-Dec-2023 at 12:00 PM,GYM,main gym,4-13,AAA,ZZZ
MGCR 331,4,Information Technology Mgmt,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,8-Dec-2023 at 9:00 AM,8-Dec-2023 at 12:00 PM,GYM,main gym,4-13,AAA,ZZZ
MGCR 341,1,Introduction to Finance,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,7-Dec-2023 at 9:00 AM,7-Dec-2023 at 12:00 PM,GYM,Fieldhouse,32-39,AAA,ZZZ
MGCR 341,2,Introduction to Finance,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,7-Dec-2023 at 9:00 AM,7-Dec-2023 at 12:00 PM,GYM,Fieldhouse,32-39,AAA,ZZZ
MGCR 352,1,Principles of Marketing,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,21-Dec-2023 at 2:00 PM,21-Dec-2023 at 5:00 PM,GYM,Fieldhouse,9-10,AAA,ZZZ
MGCR 352,2,Principles of Marketing,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,21-Dec-2023 at 2:00 PM,21-Dec-2023 at 5:00 PM,GYM,Fieldhouse,11-14,AAA,ZZZ
MGCR 352,3,Principles of Marketing,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,21-Dec-2023 at 2:00 PM,21-Dec-2023 at 5:00 PM,GYM,Fieldhouse,11-14,AAA,ZZZ
MGCR 352,4,Principles of Marketing,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,21-Dec-2023 at 2:00 PM,21-Dec-2023 at 5:00 PM,GYM,Fieldhouse,15-22,AAA,ZZZ
MGCR 352,5,Principles of Marketing,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,21-Dec-2023 at 2:00 PM,21-Dec-2023 at 5:00 PM,GYM,Fieldhouse,15-22,AAA,ZZZ
MGCR 352,6,Principles of Marketing,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,21-Dec-2023 at 2:00 PM,21-Dec-2023 at 5:00 PM,GYM,Fieldhouse,15-22,AAA,ZZZ
MGCR 352,7,Principles of Marketing,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,21-Dec-2023 at 2:00 PM,21-Dec-2023 at 5:00 PM,GYM,Fieldhouse,15-22,AAA,ZZZ
MGCR 372,1,Operations Management,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,15-Dec-2023 at 2:00 PM,15-Dec-2023 at 5:00 PM,GYM,Fieldhouse,1-6,AAA,ZZZ
MGCR 372,2,Operations Management,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,15-Dec-2023 at 2:00 PM,15-Dec-2023 at 5:00 PM,GYM,Fieldhouse,1-6,AAA,ZZZ
MGCR 372,3,Operations Management,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,15-Dec-2023 at 2:00 PM,15-Dec-2023 at 5:00 PM,GYM,Fieldhouse,7-9,AAA,ZZZ
MGCR 382,1,International Business,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,13-Dec-2023 at 2:00 PM,13-Dec-2023 at 5:00 PM,GYM,main gym,4-28,AAA,ZZZ
MGCR 382,2,International Business,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,13-Dec-2023 at 2:00 PM,13-Dec-2023 at 5:00 PM,GYM,main gym,4-28,AAA,ZZZ
MGCR 423,1,Strategic Management,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,11-Dec-2023 at 2:00 PM,11-Dec-2023 at 5:00 PM,GYM,Fieldhouse,38-44,AAA,ZZZ
MGCR 423,2,Strategic Management,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,11-Dec-2023 at 2:00 PM,11-Dec-2023 at 5:00 PM,GYM,Fieldhouse,34-37,AAA,ZZZ
MGCR 423,3,Strategic Management,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,11-Dec-2023 at 2:00 PM,11-Dec-2023 at 5:00 PM,GYM,Fieldhouse,34-37,AAA,ZZZ
MGCR 423,4,Strategic Management,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,11-Dec-2023 at 2:00 PM,11-Dec-2023 at 5:00 PM,GYM,Fieldhouse,32-33,AAA,ZZZ
MGCR 423,5,Strategic Management,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,11-Dec-2023 at 2:00 PM,11-Dec-2023 at 5:00 PM,GYM,Fieldhouse,38-44,AAA,ZZZ
MGCR 423,6,Strategic Management,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,11-Dec-2023 at 2:00 PM,11-Dec-2023 at 5:00 PM,GYM,Fieldhouse,38-44,AAA,ZZZ
MGCR 617,1,Operations Management,IN-PERSON - IN DEPARTMENT EXAM - D.T. CAMPUS,14-Dec-2023 at 2:30 PM,14-Dec-2023 at 4:30 PM,ARMST,265,,AAA,ZZZ
MGCR 642,1,Financial Reporting,IN-PERSON - IN DEPARTMENT EXAM - D.T. CAMPUS,11-Dec-2023 at 2:30 PM,11-Dec-2023 at 5:30 PM,ARMST,265,,AAA,ZZZ
MGSC 372,1,Advanced Business Statistics,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,21-Dec-2023 at 9:00 AM,21-Dec-2023 at 12:00 PM,GYM,Fieldhouse,36-41,AAA,ZZZ
MGSC 372,2,Advanced Business Statistics,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,21-Dec-2023 at 9:00 AM,21-Dec-2023 at 12:00 PM,GYM,Fieldhouse,36-41,AAA,ZZZ
MGSC 372,3,Advanced Business Statistics,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,21-Dec-2023 at 9:00 AM,21-Dec-2023 at 12:00 PM,GYM,Fieldhouse,36-41,AAA,ZZZ
MGSC 373,51,Operations Research 1,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,15-Dec-2023 at 9:00 AM,15-Dec-2023 at 12:00 PM,GYM,main gym,40-42,AAA,ZZZ
MICR 341,1,Mechanisms of Pathogenicity,IN-PERSON - FORMAL EXAM - MAC CAMPUS,14-Dec-2023 at 2:00 PM,14-Dec-2023 at 5:00 PM,CENTEN,Ballroom,,AAA,ZZZ
MIME 250,1,Intro to Extractive Metallurgy,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,18-Dec-2023 at 2:00 PM,18-Dec-2023 at 5:00 PM,GYM,main gym,27-29,AAA,ZZZ
MIME 261,1,Structure of Materials,ONLINE - TAKE-HOME - 5 DAYS,8-Dec-2023 at 9:00 AM,13-Dec-2023 at 9:00 AM,TAKE,HOME,,AAA,ZZZ
MIME 262,1,Prop.Materials in Elec. Eng.,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,13-Dec-2023 at 9:00 AM,13-Dec-2023 at 12:00 PM,GYM,Fieldhouse,16-17,AAA,ZZZ
MIME 317,1,Analytical&Character'ion Techs,IN-PERSON - IN DEPARTMENT EXAM - D.T. CAMPUS,18-Dec-2023 at 9:00 AM,18-Dec-2023 at 12:00 PM,ENGTR,1100,,AAA,ZZZ
MIME 329,1,Mining Geology,IN-PERSON - IN DEPARTMENT EXAM - D.T. CAMPUS,8-Dec-2023 at 2:00 PM,8-Dec-2023 at 5:00 PM,ADAMS,126,,AAA,ZZZ
MIME 330,1,Mining Geotechnics,IN-PERSON - IN DEPARTMENT EXAM - D.T. CAMPUS,19-Dec-2023 at 2:00 PM,19-Dec-2023 at 5:00 PM,ADAMS,126,,AAA,ZZZ
MIME 340,1,Applied Fluid Dynamics,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,11-Dec-2023 at 9:00 AM,11-Dec-2023 at 12:00 PM,GYM,main gym,25-28,AAA,ZZZ
MIME 352,1,Hydrochemical Processing,ONLINE - TIMED EXAM - 24 HOURS,11-Dec-2023 at 2:00 PM,12-Dec-2023 at 2:00 PM,ONLINE,EXAM,,AAA,ZZZ
MIME 356,1,"Heat, Mass and Fluid Flow",IN-PERSON - FORMAL EXAM - D.T. CAMPUS,11-Dec-2023 at 9:00 AM,11-Dec-2023 at 12:00 PM,GYM,main gym,25-28,AAA,ZZZ
MIME 360,1,Phase Transformations:Solids,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,8-Dec-2023 at 2:00 PM,8-Dec-2023 at 5:00 PM,GYM,main gym,24-26,AAA,ZZZ
MIME 362,1,Mechanical Properties,ONLINE - TAKE-HOME - 5 DAYS,8-Dec-2023 at 2:00 PM,13-Dec-2023 at 2:00 PM,TAKE,HOME,,AAA,ZZZ
MIME 413,1,Strat Mine Plan W/Uncertainty,IN-PERSON - IN DEPARTMENT EXAM - D.T. CAMPUS,14-Dec-2023 at 2:00 PM,14-Dec-2023 at 5:00 PM,FDA,126,,AAA,ZZZ
MIME 421,1,Rock Mechanics,IN-PERSON - IN DEPARTMENT EXAM - D.T. CAMPUS,18-Dec-2023 at 2:00 PM,18-Dec-2023 at 5:00 PM,ENGTR,60,,AAA,ZZZ
MIME 425,1,Appl Stoch Orebody Modelling,IN-PERSON - IN DEPARTMENT EXAM - D.T. CAMPUS,20-Dec-2023 at 2:00 PM,20-Dec-2023 at 5:00 PM,FDA,126,,AAA,ZZZ
MIME 465,1,Metal & Ceram Powd Proc,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,19-Dec-2023 at 6:30 PM,19-Dec-2023 at 9:30 PM,GYM,Fieldhouse,41-42,AAA,ZZZ
MIME 470,1,Engineering Biomaterials,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,8-Dec-2023 at 9:00 AM,8-Dec-2023 at 12:00 PM,GYM,main gym,35-37,AAA,ZZZ
MIME 513,1,Mine Plan Optim Under Uncert,IN-PERSON - IN DEPARTMENT EXAM - D.T. CAMPUS,14-Dec-2023 at 2:00 PM,14-Dec-2023 at 5:00 PM,FDA,126,,AAA,ZZZ
MIME 521,1,Stability of Undergrd Openings,IN-PERSON - IN DEPARTMENT EXAM - D.T. CAMPUS,18-Dec-2023 at 2:00 PM,18-Dec-2023 at 5:00 PM,ENGTR,60,,AAA,ZZZ
MIME 525,1,Stochastic Orebody Modelling,IN-PERSON - IN DEPARTMENT EXAM - D.T. CAMPUS,20-Dec-2023 at 2:00 PM,20-Dec-2023 at 5:00 PM,FDA,126,,AAA,ZZZ
MIME 569,1,Electron Beam Analysis of Mtls,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,8-Dec-2023 at 9:00 AM,8-Dec-2023 at 12:00 PM,GYM,Fieldhouse,19,AAA,ZZZ
MIME 569,2,Electron Beam Analysis of Mtls,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,8-Dec-2023 at 9:00 AM,8-Dec-2023 at 12:00 PM,GYM,Fieldhouse,19,AAA,ZZZ
MIMM 211,1,Introductory Microbiology,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,11-Dec-2023 at 9:00 AM,11-Dec-2023 at 12:00 PM,GYM,main gym,29-42,AAA,ZZZ
MIMM 323,1,Microbial Physiology,ONLINE - TIMED EXAM - 3 HOURS,12-Dec-2023 at 9:00 AM,12-Dec-2023 at 12:00 PM,ONLINE,EXAM,,AAA,ZZZ
MIMM 324,1,Fundamental Virology,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,18-Dec-2023 at 6:30 PM,18-Dec-2023 at 9:30 PM,GYM,main gym,17-23,AAA,ZZZ
MIMM 384,1,Molecular Microbiology Lab,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,19-Dec-2023 at 6:30 PM,19-Dec-2023 at 9:30 PM,GYM,Fieldhouse,38-40,AAA,ZZZ
MIMM 414,1,Advanced Immunology,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,18-Dec-2023 at 9:00 AM,18-Dec-2023 at 12:00 PM,GYM,Fieldhouse,32-34,AAA,ZZZ
MIMM 465,1,Bacterial Pathogenesis,ONLINE - TIMED EXAM - 72 HOURS,11-Dec-2023 at 9:00 AM,14-Dec-2023 at 9:00 AM,ONLINE,EXAM,,AAA,ZZZ
MRKT 455,71,Sales Management,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,13-Dec-2023 at 9:00 AM,13-Dec-2023 at 12:00 PM,GYM,Fieldhouse,36-37,AAA,ZZZ
MUAR 201,1,Basic Materials:Western Mus,IN-PERSON - IN DEPARTMENT EXAM - D.T. CAMPUS,8-Dec-2023 at 2:00 PM,8-Dec-2023 at 5:00 PM,ADAMS,AUD,,AAA,ZZZ
MUAR 211,1,The Art of Listening,IN-PERSON - IN DEPARTMENT EXAM - D.T. CAMPUS,18-Dec-2023 at 2:00 PM,18-Dec-2023 at 5:00 PM,LEA,132,,AAA,ZZZ
MUAR 392,1,Popular Music after 1945,IN-PERSON - IN DEPARTMENT EXAM - D.T. CAMPUS,20-Dec-2023 at 9:00 AM,20-Dec-2023 at 12:00 PM,LEA,132,,AAA,ZZZ
MUHL 186,1,Western Musical Traditions,IN-PERSON - IN DEPARTMENT EXAM - D.T. CAMPUS,11-Dec-2023 at 9:00 AM,11-Dec-2023 at 12:00 PM,MUSIC,C201/C204/C412,,AAA,ZZZ
MUHL 362,1,Popular Music,IN-PERSON - IN DEPARTMENT EXAM - D.T. CAMPUS,13-Dec-2023 at 2:00 PM,13-Dec-2023 at 5:00 PM,MUSIC,C204,,AAA,ZZZ
MUHL 385,1,Early Twenthieth-Century Music,IN-PERSON - IN DEPARTMENT EXAM - D.T. CAMPUS,7-Dec-2023 at 2:00 PM,7-Dec-2023 at 5:00 PM,MUSIC,C204,,AAA,ZZZ
MUSP 123,1,Jazz Ear Training 1,IN-PERSON - IN DEPARTMENT EXAM - D.T. CAMPUS,18-Dec-2023 at 2:00 PM,18-Dec-2023 at 5:00 PM,MUSIC,C412,,AAA,ZZZ
MUSP 123,2,Jazz Ear Training 1,IN-PERSON - IN DEPARTMENT EXAM - D.T. CAMPUS,18-Dec-2023 at 2:00 PM,18-Dec-2023 at 5:00 PM,MUSIC,C411,,AAA,ZZZ
MUTH 250,1,Theory and Analysis 3,IN-PERSON - IN DEPARTMENT EXAM - D.T. CAMPUS,7-Dec-2023 at 9:00 AM,7-Dec-2023 at 12:00 PM,MUSIC,C201/C204,,AAA,ZZZ
NRSC 333,1,Pollution and Bioremediation,IN-PERSON - FORMAL EXAM - MAC CAMPUS,12-Dec-2023 at 9:00 AM,12-Dec-2023 at 12:00 PM,CENTEN,Ballroom,,AAA,ZZZ
NSCI 200,1,Intro. to Neuroscience 1,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,13-Dec-2023 at 9:00 AM,13-Dec-2023 at 12:00 PM,GYM,BLEACHERS,1-5,AAA,ZZZ
NUR1 209,1,Pathophysiology for Nursing 1,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,20-Dec-2023 at 9:00 AM,20-Dec-2023 at 12:00 PM,GYM,main gym,4-29,AAA,ZZZ
NUR1 209,20,Pathophysiology for Nursing 1,ONLINE - TIMED EXAM - 3 HOURS,20-Dec-2023 at 9:00 AM,20-Dec-2023 at 12:00 PM,GYM,main gym,4-29,AAA,ZZZ
NUR1 222,1,Strengths-Based Nurs&Prof Prac,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,7-Dec-2023 at 2:00 PM,7-Dec-2023 at 5:00 PM,GYM,main gym,25-32,AAA,ZZZ
NUR1 230,1,Supporting Hlth&Healing Capac1,IN-PERSON - LAB EXAM - D.T. CAMPUS,12-Dec-2023 at 9:00 AM,12-Dec-2023 at 12:00 PM,SH680,2006,,AAA,ZZZ
NUR1 230,2,Supporting Hlth&Healing Capac1,IN-PERSON - LAB EXAM - D.T. CAMPUS,12-Dec-2023 at 9:00 AM,12-Dec-2023 at 12:00 PM,SH680,2006,,AAA,ZZZ
NUR1 230,3,Supporting Hlth&Healing Capac1,IN-PERSON - LAB EXAM - D.T. CAMPUS,12-Dec-2023 at 9:00 AM,12-Dec-2023 at 12:00 PM,SH680,2006,,AAA,ZZZ
NUR1 230,4,Supporting Hlth&Healing Capac1,IN-PERSON - LAB EXAM - D.T. CAMPUS,12-Dec-2023 at 9:00 AM,12-Dec-2023 at 12:00 PM,SH680,2006,,AAA,ZZZ
NUR1 235,1,Health & Physical Assess/Anat1,IN-PERSON - LAB EXAM - D.T. CAMPUS,11-Dec-2023 at 9:00 AM,11-Dec-2023 at 12:00 PM,Steinberg,Centre,,AAA,ZZZ
NUR1 300,1,Pharmacology for Nursing 1,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,7-Dec-2023 at 6:30 PM,7-Dec-2023 at 9:30 PM,GYM,Fieldhouse,29-35,AAA,ZZZ
NUR1 300,20,Pharmacology for Nursing 1,ONLINE - TIMED EXAM - 3 HOURS,7-Dec-2023 at 6:30 PM,7-Dec-2023 at 9:30 PM,ONLINE,EXAM,,AAA,ZZZ
NUR1 312,20,Research in Nursing,ONLINE - TIMED EXAM - 3 HOURS,11-Dec-2023 at 9:00 AM,11-Dec-2023 at 12:00 PM,ONLINE,EXAM,,AAA,ZZZ
NUR1 323,1,Illness Management 1,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,8-Dec-2023 at 2:00 PM,8-Dec-2023 at 5:00 PM,GYM,main gym,27-33,AAA,ZZZ
NUR1 336,2,Illness Mgmt Clin Skills Lab 2,IN-PERSON - LAB EXAM - D.T. CAMPUS,14-Dec-2023 at 9:00 AM,14-Dec-2023 at 12:00 PM,SH680,2006,,AAA,ZZZ
NUR1 336,3,Illness Mgmt Clin Skills Lab 2,IN-PERSON - LAB EXAM - D.T. CAMPUS,14-Dec-2023 at 9:00 AM,14-Dec-2023 at 12:00 PM,SH680,2006,,AAA,ZZZ
NUR1 336,4,Illness Mgmt Clin Skills Lab 2,IN-PERSON - LAB EXAM - D.T. CAMPUS,14-Dec-2023 at 9:00 AM,14-Dec-2023 at 12:00 PM,SH680,2006,,AAA,ZZZ
NUR1 336,5,Illness Mgmt Clin Skills Lab 2,IN-PERSON - LAB EXAM - D.T. CAMPUS,14-Dec-2023 at 9:00 AM,14-Dec-2023 at 12:00 PM,SH680,2006,,AAA,ZZZ
NUR1 338,1,Appl Hlth&Phys Assessmt/Anat1,IN-PERSON - IN DEPARTMENT EXAM - D.T. CAMPUS,8-Dec-2023 at 9:00 AM,8-Dec-2023 at 12:00 PM,Steinberg,Centre,,AAA,ZZZ
NUR1 424,1,"Legal,Ethical&Prof Prac Issues",IN-PERSON - FORMAL EXAM - D.T. CAMPUS,12-Dec-2023 at 2:00 PM,12-Dec-2023 at 5:00 PM,GYM,Fieldhouse,30-37,AAA,ZZZ
NUR1 424,20,"Legal,Ethical&Prof Prac Issues",ONLINE - TAKE-HOME - 48 HOURS,11-Dec-2023 at 9:00 AM,13-Dec-2023 at 9:00 AM,TAKE,HOME,,AAA,ZZZ
NUR2 500,1,Integrated Health Sciences 1,IN-PERSON - IN DEPARTMENT EXAM - D.T. CAMPUS,18-Dec-2023 at 9:00 AM,18-Dec-2023 at 12:00 PM,SH680,1825,,AAA,ZZZ
NUR2 517,1,Nursing Clinical Skills Lab 1,IN-PERSON - LAB EXAM - D.T. CAMPUS,12-Dec-2023 at 9:00 AM,12-Dec-2023 at 12:00 PM,SH680,2006,,AAA,ZZZ
NUR2 534,1,Health Assessment/Anatomy1,IN-PERSON - LAB EXAM - D.T. CAMPUS,11-Dec-2023 at 9:00 AM,11-Dec-2023 at 12:00 PM,Steinberg,Centre,,AAA,ZZZ
NUR2 612,1,Research Methods in Nursing 1,IN-PERSON - IN DEPARTMENT EXAM - D.T. CAMPUS,7-Dec-2023 at 9:00 AM,7-Dec-2023 at 12:00 PM,SH680,1825/1822/1914,,AAA,ZZZ
NUR2 623,1,Clin.Assess.&Therapeutics 1,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,8-Dec-2023 at 2:00 PM,8-Dec-2023 at 5:00 PM,GYM,main gym,27-33,AAA,ZZZ
NUR2 648,1,Advanced Adult Health Assess.,IN-PERSON - LAB EXAM - D.T. CAMPUS,13-Dec-2023 at 9:00 AM,13-Dec-2023 at 12:00 PM,SH680,2006,,AAA,ZZZ
NUR2 650,1,Neonatology Internship 2,IN-PERSON - IN DEPARTMENT EXAM - D.T. CAMPUS,4-Dec-2023 at 9:00 AM,4-Dec-2023 at 12:00 PM,SH680,2006,,AAA,ZZZ
NUR2 652,1,Primary Care Internship 2,IN-PERSON - LAB EXAM - D.T. CAMPUS,30-Nov-2023 at 9:00 AM,30-Nov-2023 at 12:00 PM,SH680,2006,,AAA,ZZZ
NUR2 654,1,Pediatric Internship 2,IN-PERSON - LAB EXAM - D.T. CAMPUS,8-Dec-2023 at 9:00 AM,8-Dec-2023 at 12:00 PM,SH680,2006,,AAA,ZZZ
NUR2 656,1,Mental Health Internship 2,IN-PERSON - LAB EXAM - D.T. CAMPUS,11-Dec-2023 at 9:00 AM,11-Dec-2023 at 12:00 PM,SH680,2006,,AAA,ZZZ
NUR2 658,1,Adult Care Internship 2,IN-PERSON - LAB EXAM - D.T. CAMPUS,19-Dec-2023 at 9:00 AM,19-Dec-2023 at 12:00 PM,SH680,2006,,AAA,ZZZ
NUR2 668,1,Hlth&Physcl Assess:PrimryCare2,IN-PERSON - LAB EXAM - D.T. CAMPUS,7-Dec-2023 at 9:00 AM,7-Dec-2023 at 12:00 PM,SH680,2006,,AAA,ZZZ
NUTR 207,1,Nutrition and Health,IN-PERSON - FORMAL EXAM - MAC CAMPUS,12-Dec-2023 at 9:00 AM,12-Dec-2023 at 12:00 PM,CENTEN,Ballroom,,AAA,ZZZ
NUTR 214,1,Food Fundamentals,IN-PERSON - FORMAL EXAM - MAC CAMPUS,20-Dec-2023 at 2:00 PM,20-Dec-2023 at 5:00 PM,CENTEN,Ballroom,,AAA,ZZZ
NUTR 307,1,Metabolism and Human Nutrition,IN-PERSON - FORMAL EXAM - MAC CAMPUS,11-Dec-2023 at 9:00 AM,11-Dec-2023 at 12:00 PM,CENTEN,Ballroom,,AAA,ZZZ
NUTR 341,1,Global Food Security,ONLINE - TAKE-HOME - 48 HOURS,11-Dec-2023 at 9:00 AM,13-Dec-2023 at 9:00 AM,TAKE,HOME,,AAA,ZZZ
NUTR 342,1,Applied Human Resources,IN-PERSON - FORMAL EXAM - MAC CAMPUS,19-Dec-2023 at 2:00 PM,19-Dec-2023 at 5:00 PM,CENTEN,Ballroom,,AAA,ZZZ
NUTR 450,1,Research Meth: Human Nutrition,IN-PERSON - FORMAL EXAM - MAC CAMPUS,18-Dec-2023 at 2:00 PM,18-Dec-2023 at 5:00 PM,CENTEN,Ballroom,,AAA,ZZZ
NUTR 505,1,Public Health Nutrition,IN-PERSON - FORMAL EXAM - MAC CAMPUS,11-Dec-2023 at 9:00 AM,11-Dec-2023 at 12:00 PM,CENTEN,Ballroom,,AAA,ZZZ
NUTR 512,1,"Herbs, Foods&Phytochemicals",IN-PERSON - FORMAL EXAM - MAC CAMPUS,20-Dec-2023 at 9:00 AM,20-Dec-2023 at 12:00 PM,CENTEN,Ballroom,,AAA,ZZZ
NUTR 545,1,Clinical Nutrition 2,ONLINE - TAKE-HOME - 48 HOURS,18-Dec-2023 at 2:00 PM,20-Dec-2023 at 2:00 PM,TAKE,HOME,,AAA,ZZZ
